qid,idEtiqueta,idUsuario,fecha,tiempoClick,fechaCarga,cuentaWeb,cuentaYA,qid,idCategoria,titulo,idioma,body,estado,prioritario,seguidores
20151023203848AAcD64X,3,34,"2016-08-26 15:35:51",2,"2016-08-26 12:35:32",0,0,20151023203848AAcD64X," Health","
            Can not showering for a long time make you really itchy?
        ",EN,,0,1,0
20151024004739AAFNwqn,5,34,"2016-08-26 15:36:05",1,"2016-08-26 12:35:51",0,0,20151024004739AAFNwqn," Business & Finance","
            Do we have to pay income tax on our gifts and tips?
        ",IN,,0,1,0
20151024010528AAP0QFW,5,34,"2016-08-26 15:36:28",1,"2016-08-26 12:36:05",0,0,20151024010528AAP0QFW," Yahoo Products","
            Why can you only answer 20 questions a day?!?!?!?!?!?!?!?!?!?
        ",EN,,0,1,0
20151024014506AAHjyU2,5,34,"2016-08-26 15:36:58",1,"2016-08-26 12:36:28",0,0,20151024014506AAHjyU2," Arts & Humanities","
            Pls. can somebody answer this question for me. What will be the IQ if a person's chronogical age equal their mental age.?
        ",EN,,0,1,0
20151024033306AAw2hpM,5,34,"2016-08-26 15:37:12",1,"2016-08-26 12:36:58",0,0,20151024033306AAw2hpM," Sports","
            What position should I play next year for football and I am 5,7 and I am skinny and so can y'all help me?
        ",EN,,0,1,0
20151024043302AAocKwf,1,34,"2016-08-26 15:37:40",5,"2016-08-26 12:37:12",0,0,20151024043302AAocKwf," News & Events","
            NHS is broke. Obesity costs the NHS £10b per year, is cameron incompetent or more concerned about donations to party coffers?
        ",UK,,1,1,2
20151024063251AAkEKJQ,3,34,"2016-08-26 15:38:03",1,"2016-08-26 12:37:40",0,0,20151024063251AAkEKJQ," News & Events","
            Is this a coincidence these two native foods are hated by Muslims ?
        ",UK," http://www.telegraph.co.uk/news/health/n... 
 
Odd really, eaten for centuries by native people,suddenly the establishment tell us they can cause cancer. 
 
Or could it be they are trying to get foods they hate banned ? 
 
Isnt it funny how they never find anything wrong with foreign food. 
 
CE.  This is a current news item.Please keep it in CE.  Thanks.
Sauges and Bacon are the two foods of course.",0,1,1
20151024071615AA7geak,3,34,"2016-08-26 15:38:23",7,"2016-08-26 12:38:03",0,0,20151024071615AA7geak," Society & Culture","
            Should you believe a climate scientist who manipulates data to keep the public from seeing a drop in temperatures?
        ",EN,,0,1,0
20151024075256AA53vec,7,34,"2016-08-26 15:38:38",1,"2016-08-26 12:38:24",0,0,20151024075256AA53vec," Arts & Humanities","
            Why did the Romans choose to occupy Britain instead of conquering the rest of Europe?
        ",UK,,0,1,0
20151024090630AAsl9Pj,1,34,"2016-08-26 18:52:05",3,"2016-08-26 15:51:50",0,0,20151024090630AAsl9Pj," Sports","
            Who is the best player to ever play in the NFL?
        ",EN,,1,1,0
20151024122705AA6Pu7A,3,34,"2016-08-26 15:39:00",1,"2016-08-26 12:38:38",0,0,20151024122705AA6Pu7A," Health","
            Should i take my braces off by myself?
        ",EN,"i cant afford them anymore. so i need to take them off",0,1,0
20151024132154AAUsWPE,5,34,"2016-08-26 15:39:19",1,"2016-08-26 12:39:00",0,0,20151024132154AAUsWPE," Yahoo Products","
            I forgot my yahoo mail password?
        ",EN,,1,1,0
20151024135401AAiNkr4,5,34,"2016-08-26 15:39:34",1,"2016-08-26 12:39:19",0,0,20151024135401AAiNkr4," Business & Finance","
            Why do you have a pin number with a credit card?
        ",CA,,0,1,0
20151024151612AAHz3ur,1,34,"2016-08-26 15:40:10",2,"2016-08-26 12:39:34",0,0,20151024151612AAHz3ur," Family & Relationships","
            Do you think this would be a good gift plan?
        ",CA,"My best friend is getting married next year July. I was thinking of giving him and his family a gift for each. One for his mom, one for his sister and one for him and his fiancee. It's a rare cookware. Do you think it's a good idea? Total comes 160 dollars and I am thinking of something else for his father.",0,1,0
20151024154903AAJO3oG,3,34,"2016-08-26 15:40:42",3,"2016-08-26 12:40:10",0,0,20151024154903AAJO3oG," Social Science","
            Males, what makes a man a white knight?
        ",NONE,"I definitely dont think many people white knight me as much as they white knight women who are extremely proud of their large breasts.  ",1,1,1
20151024185326AAqyVbQ,3,34,"2016-08-26 15:41:07",1,"2016-08-26 12:40:42",0,0,20151024185326AAqyVbQ," Society & Culture","
            Second psychic told me someone burned a black candle on me?
        ",EN," I think its a scam but I know people who believes in that stuff so its possible. She says she wants $150 to take it off. Any time I hear that I think its definitely a scam. My friend convinced me to go both times..I'm done. But it does have me thinking because she was very confident in her reading and right about a lot.",1,1,0
20151024224252AAF0oQ3,5,34,"2016-08-26 15:41:43",1,"2016-08-26 12:41:07",0,0,20151024224252AAF0oQ3," Environment","
            Not only do the vast majority of the worlds scientists believe global warming to be fact but the majority of the worlds religious clergy?
        ",EN,"So why is is this only a political issue in the United States?......what is it that US Conservatives know that the rest of the world doesn't?",0,1,0
20151024225353AAciXHE,5,34,"2016-08-26 15:42:21",1,"2016-08-26 12:41:43",0,0,20151024225353AAciXHE," Travel","
            Minor Travelling Alone?
        ",SG,"I am 14, I am planning to go overseas alone. being a minor, I do acknowledge that SIA allow children above 12 to travel alone. But am I allow to check into a hotel alone?",1,1,0
20151025011343AAsoQ4D,3,34,"2016-08-26 15:43:04",1,"2016-08-26 12:42:21",0,0,20151025011343AAsoQ4D," Food & Drink","
            When will drinking alcohol, and smoking cigarettes be illegal? and smoking a electronic cigarette, and smoking weed be legal????
        ",EN,,1,1,0
20151025031859AA0B50U,5,34,"2016-08-26 15:43:17",1,"2016-08-26 12:43:04",0,0,20151025031859AA0B50U," Environment","
            Steps taken by government to preserve wildlife?
        ",IN,,1,1,0
20151025055614AAHuksu,3,34,"2016-08-26 15:43:40",1,"2016-08-26 12:43:17",0,0,20151025055614AAHuksu," News & Events","
            Why do Roma gypsy have eyes like crows, even when they own property?
        ",UK,"
Please, no Yanks!",0,1,1
20151025062013AA8dy8A,3,34,"2016-08-26 15:44:00",9,"2016-08-26 12:43:40",0,0,20151025062013AA8dy8A," Education & Reference","
            Where is it better to begin learning a foreign language: in your city/town or in a country where the language originates from?
        ",EN,,0,1,0
20151025072450AAm2uyo,2,34,"2016-08-26 15:44:19",1,"2016-08-26 12:44:00",0,0,20151025072450AAm2uyo," Science & Mathematics","
            Who will achieve the hiv cure.is that the us Russia,spain Denmark or any other country.I believe that it will be a Asian country lik Japan.?
        ",SG,,1,1,0
20151025075106AAhCCKO,7,34,"2016-08-26 15:45:02",1,"2016-08-26 12:44:19",0,0,20151025075106AAhCCKO," Social Science","
            What other inventions have females provided society besides the flat bottom paper grocery bag?
        ",CA,"
I've also heard the windshield wiper was invented by a female which i can't imagine a vehicle without one
Indirect inventions through birthing don't count. That's reaching. I'm talking about physically using your brain and hands to create a useful prototype that later becomes a useful product",0,1,1
20151025081543AA6SJ9Z,5,34,"2016-08-26 15:45:20",1,"2016-08-26 12:45:02",0,0,20151025081543AA6SJ9Z," Yahoo Products","
            Why do my questions keep getting reviewed?
        ",EN,"I am trying to ask a question about pedicures and the questions keep saying they're under review. Why? Please help. Thanks!",0,1,0
20151025092430AAOqMam,5,34,"2016-08-26 15:46:08",20,"2016-08-26 12:45:21",0,0,20151025092430AAOqMam," Environment","
            How might the world have been different if companies like Exxon taken a different approach to the problem of climate change?
        ",EN,,1,1,1
20151025095502AAiA7eC,5,34,"2016-08-26 15:47:28",1,"2016-08-26 12:46:08",0,0,20151025095502AAiA7eC," Arts & Humanities","
            John Keats: phrase about shining eyes?
        ",EN,"I'm looking for a verse in a John Keats' poem that includes a line about shining eyes. It was a love poem, I think. 
 
It might be impossible to find the precise one so I'm open to any one that comes close.",0,1,0
20151025102341AAHEtJX,5,34,"2016-08-26 15:47:44",1,"2016-08-26 12:47:28",0,0,20151025102341AAHEtJX," Yahoo Products","
            I need to change my password?
        ",EN,,0,1,0
20151025103422AA8EpGO,5,34,"2016-08-26 15:48:06",1,"2016-08-26 12:47:45",0,0,20151025103422AA8EpGO," Cars & Transportation","
            How much horsepower would a 1974 gran torino have with a 351 windsor? I was told it has about 300 hp and **** load of torque. Opinions?
        ",EN,,0,1,0
20151025120951AAI9SqL,1,34,"2016-08-26 15:48:28",5,"2016-08-26 12:48:06",0,0,20151025120951AAI9SqL," Entertainment & Music","
            What's a good show on Netflix?
        ",EN,"Bored, midterms are done, need to do something with my life
sshow",1,1,0
20151025121420AAETFW6,1,34,"2016-08-26 15:48:53",1,"2016-08-26 12:48:28",0,0,20151025121420AAETFW6," News & Events","
            Is Kim Davis the last Christian to be persecuted for not bowing to the evil immoral agenda of the atheists and gays?
        ",EN,"Atheists and gays are our masters now. We must all bow to them.",0,1,1
20151025131227AAosqS2,1,34,"2016-08-26 15:49:36",4,"2016-08-26 12:48:53",0,0,20151025131227AAosqS2," Family & Relationships","
            What to do when a girl doesn't realize she's being asked out??
        ",EN," I tried to ask out the girl that i like today.  We both go to the same college and (I think) we've been hitting it off well the past few weeks.  The problem is that i always feel like she is getting the idea that i just want to be friends (since i haven't made any moves).  So she's been telling me how much she wants to go to a festival that's going on in the city and i took that opportunity to ask her out.  She said that she really wanted to go on a certain day and i said that i can get tickets and that we could go together.  That's when things went wrong.  She took that and turned it around on me, saying that i shouldn't go around offering stuff like that to people, and if i do I'll be used and thrown away.  This really took me aback, so i just tried to just recover ground. i cant remember what i said, but i ended up walking her to her dorm and leaving.  In the end she didn't seem to realize that i asked her out and i really don't know where i went wrong.   I'm a nice guy by nature and I didn't want to be aggressive about it so that may have been the issue but i don't want to come off as pushy.  I just would like to know if there's a better way to ask her out.",1,1,0
20151025141251AAN5LEV,1,34,"2016-08-26 15:50:04",1,"2016-08-26 12:49:36",0,0,20151025141251AAN5LEV," Politics & Government","
            Ramadan, do you believe Russia is helping to wipe out isis?
        ",UK,,1,1,0
20151025154748AADoMBv,5,34,"2016-08-26 15:50:37",1,"2016-08-26 12:50:04",0,0,20151025154748AADoMBv," Science & Mathematics","
            Richard dawkin?
        ",EN,"I want to learn about evolution I know nothing about it.  I was wondering if a Richard Dawkins book is good or are they more for people who are more advanced.",0,1,0
20151025161436AAG1XBJ,1,34,"2016-08-26 15:51:53",6,"2016-08-26 12:50:37",0,0,20151025161436AAG1XBJ," Games & Recreation","
            Fun 1 player games that aren't video game?
        ",EN,"I would like to know if you guys have any fun 1 player games? Thanks!",1,1,0
20151025165156AA6bQpe,5,34,"2016-08-26 15:52:05",1,"2016-08-26 12:51:53",0,0,20151025165156AA6bQpe," Consumer Electronics","
            What are some disadvantages of iphones?
        ",EN,,1,1,0
20151025170351AAVnA0R,3,34,"2016-08-26 15:52:23",3,"2016-08-26 12:52:06",0,0,20151025170351AAVnA0R," Sports","
            What day does the world series start?
        ",EN,,0,1,0
20151025171419AAOsbJ8,7,34,"2016-08-26 15:53:08",5,"2016-08-26 12:52:23",0,0,20151025171419AAOsbJ8," Pregnancy & Parenting","
            What drives a young preteen/young teen girls to wanting to try out alcohol, sex, etc?
        ",CA,"Is there a way for a mother to raise her daughter right so they won't fall into that rebelious/ slutty path?",0,1,2
20151025172737AAcb1SQ,1,34,"2016-08-26 15:53:33",4,"2016-08-26 12:53:08",0,0,20151025172737AAcb1SQ," Society & Culture","
            Whats the difference between princess diana and kate?why isnt kate famous like Diana?What was special about diana that everybody loved her?
        ",EN,,1,1,1
20151025181124AAWsLQy,1,34,"2016-08-26 15:54:08",15,"2016-08-26 12:53:33",0,0,20151025181124AAWsLQy," Business & Finance","
            My work calls me all the time!?
        ",EN," I've been working at this grocery store for about a month. I go to my shifts and everything, but when I'm at work then ask me all the time if I can stay later, they are always asking if I can make some of my shifts longer, and on my days off they almost always call! I had the weekend off, they called on Saturday asking if I wanted to come in I said no, They called again that same day asking if I could work longer  on Monday, I said okay, and then my boss asked if I could go in for 4 hours on Sunday I said yes. I worked 9am to 1 pm, while I was almost done my shift, someone came over and asked if I could work till five! I said no, I was already in on my day off, and they just push it. 
 
The last time I had a four hour shift, they asked if I could stay longer and I said sure, and I didn't even get a lunch break like your suppose to get if you work 8 hours! I got to 15 minutes!  
 
I can't even enjoy my days off because I'm scared they are going to call me! I mean they asked if I could work 4 times in 2 days!  
 
I get that I'm new and need to bend sometimes, but they ask constantly! Even my mom thinks its crazy how much they ask! Don't you guys think this is really over the top?",0,1,0
20151025185118AACnLuA,1,34,"2016-08-26 15:54:21",1,"2016-08-26 12:54:08",0,0,20151025185118AACnLuA," Family & Relationships","
            My wife's parents are upset because we got married so young?
        ",EN," My wife (girlfriend at the time) was 16 when I proposed to her I was 18. She accepted but we had to wait until she was 18. Her parents hated it and they were sure we wouldn't even last that long anyway so I guess they didn't mind entertaining the idea but when it came close to the time they tried to break us up and stopped letting me see her but the day she turned 18 she moved in with me. She basically told her parents she was choosing her own life and if they wanted to be in they could but not if they were going to criticize her. We got married she's 25 now and we're still just as happy together as we've always been. We've been trying to have a baby a little over a year now and we were told our chances were very slim but we recently found out she's pregnant. Everyone is happy for us my family our friends and all of her family except her parents. They still think we're going to split up just because we got married so young but they don't think about, if we had dated that whole time and gotten married a year ago when it was more ""acceptable"" it wouldn't be any different. It's not like we aren't happy together. My wife is so upset by it she talks about wanting them to be happy with us and when she's moody she has nights where she actually cries about it and I get it a lot of big events in her life her parents haven't supported (even having this baby) and it kills me seeing her so upset when this is supposed to be happy. What do we do?",1,1,0
20151025192813AA6hPK3,1,34,"2016-08-26 15:54:35",2,"2016-08-26 12:54:21",0,0,20151025192813AA6hPK3," Sports","
            If you have to start an NBA franchise today, who would be you franchise player among these 4 centers? Russell, Chamberlian, Shaq, Kareem.?
        ",EN,,1,1,0
20151025194220AAoNwHt,1,34,"2016-08-26 15:54:50",2,"2016-08-26 12:54:35",0,0,20151025194220AAoNwHt," Family & Relationships","
            I'm 21, but I can't afford an engagement ring, I have $250 and I was thinking about getting my girlfriend a promise ring, dumb idea?
        ",EN,,0,1,0
20151025194613AAhEkXA,3,34,"2016-08-26 15:55:04",2,"2016-08-26 12:54:51",0,0,20151025194613AAhEkXA," Consumer Electronics","
            How do you get an iphone 5s or 6 for CHEAP?
        ",EN,,0,1,0
20151025195015AAuos0T,5,34,"2016-08-26 15:55:21",1,"2016-08-26 12:55:04",0,0,20151025195015AAuos0T," Cars & Transportation","
            I have a 2016 mazda 3, automatic transmission. Was wondering what options i have to increase power.?
        ",EN,,1,1,0
20151025201028AADEHxj,1,34,"2016-08-26 15:55:44",4,"2016-08-26 12:55:21",0,0,20151025201028AADEHxj," Social Science","
            Dreaming about a friend romantically.?
        ",CA,"What does it mean when you dream about a friend - who you have no interest in - in a romantic setting with yourself for more than two days straight?",0,1,0
20151025201537AAMCW3z,3,34,"2016-08-26 15:57:50",1,"2016-08-26 12:55:44",0,0,20151025201537AAMCW3z," Education & Reference","
            Why are teacher bully who like to make you feel bad about your self?
        ",EN,,0,1,0
20151025211124AA5wtnc,5,34,"2016-08-26 15:58:05",1,"2016-08-26 12:57:50",0,0,20151025211124AA5wtnc," Computers & Internet","
            Artemis virus?
        ",EN,"i got a message saying that i have a virus called Artemis.... how do i remove it",0,1,0
20151025224228AAomSKs,3,34,"2016-08-26 15:58:24",2,"2016-08-26 12:58:05",0,0,20151025224228AAomSKs," Education & Reference","
            I have one hour to memorize a short speech for a presentation. Any memorization tips?
        ",EN,,1,1,0
20151025231725AA1LVrf,5,34,"2016-08-26 15:58:56",1,"2016-08-26 12:58:24",0,0,20151025231725AA1LVrf," Cars & Transportation","
            How dangerous is it to save someone from a burning car? How likely would it explode?
        ",EN,"What are the chances of it exploding? Is it worth the risk? What should someone do?",1,1,0
20151025234552AAlWgGc,5,34,"2016-08-26 15:59:23",2,"2016-08-26 12:58:56",0,0,20151025234552AAlWgGc," Computers & Internet","
            What button do I push to save a page to my laptop?
        ",EN,,0,1,0
20151026015842AAr5Y96,5,34,"2016-08-26 16:00:01",1,"2016-08-26 12:59:23",0,0,20151026015842AAr5Y96," Society & Culture","
            Question for native speakers of English.
What is the meaning of IN in the phrase ""in the first few days""?
        ",EN,"Or can there be a number of meanings depending on context?",1,1,0
20151026031542AAsz2S9,1,34,"2016-08-26 16:00:31",1,"2016-08-26 13:00:02",0,0,20151026031542AAsz2S9," Arts & Humanities","
            Would you please cc this poem about a tree?
        ",UK," High on a hill, where the wind whistles low, 
and whispers sweet secrets to flowers below; 
Where neon green grasses ripple like waves, 
bowing and swaying at the foot of dark caves. 
 
A tremendous tree grows here and towers, 
over the land bespeckled with flowers; 
It branches reach for diamond white skies, 
watching the world with emerald eyes. 
 
Beneath this grand tree, writers in silence, 
write with a quiet, desperate, defiance; 
Onward they write, on sepia pages, 
For centuries now, throughout all the ages. 
 
They write of the songs, that yet are unsung, 
They write of the tales, for the old and the young; 
They write of their thoughts, in mystical verse, 
They write prose concisely, lucid and terse. 
 
Each writer sits quiet, then pauses to think, 
of words that dance blithely in invisible ink; 
Tho' quiet, each writer is never forlorn, 
because when you're writing, you can't be alone! 
 
You can be all you want, you get to choose, 
No one dare berate, insult and abuse! 
Each writer is smiling, laughing within, 
for each story that ends, one more must begin! 
 
It is here that you can be safe, strong and free, 
for this tree, gentle friend, is God's poetry...",1,1,0
20151026044146AATfU9H,5,34,"2016-08-26 16:01:31",1,"2016-08-26 13:00:31",0,0,20151026044146AATfU9H," Politics & Government","
            Does the CIA charge money to process a leave of absence for one of there agents deployed abroad?
        ",EN,,0,1,0
20151026064820AAJPJMr,7,34,"2016-08-26 16:02:06",1,"2016-08-26 13:01:31",0,0,20151026064820AAJPJMr," Social Science","
            Why are employers so much more generous when paying employees in traditionally male professions?
        ",AU,"A lot of feminists on this site claim that traditionally female professions are underpaid, if it's possible to underpay employees, why don't employers do it to traditionally male professions? Do they like paying more than they have to?",1,1,1
20151026075139AAkTiYw,5,34,"2016-08-26 16:03:05",8,"2016-08-26 13:02:06",0,0,20151026075139AAkTiYw," Pets","
            My nine month old pitbull is pregnant?
        ",EN,"She was supposed to be spayed yesterday, but now she's pregnant. What do I do now?",1,1,0
20151026075934AAT6naD,1,34,"2016-08-26 16:03:29",1,"2016-08-26 13:03:05",0,0,20151026075934AAT6naD," Society & Culture","
            How can I help my parents deal with me being a witch?
        ",EN," So I'm Wiccan, and also a witch. I have been for longer than parents have known. I only recently ""came of the broom closet"" a few months ago. I was raised strictly Christian by my mom while my father raised me Christian but with leeway. He's always been a free thinker. He's been taking it somewhat well but my mom is distraught. What can I do to help them while not abandoning my own beliefs?",1,1,0
20151026081112AA2GK2W,3,34,"2016-08-26 16:03:58",6,"2016-08-26 13:03:29",0,0,20151026081112AA2GK2W," News & Events","
            Do you know any pensioner (over 65) who doesn't have a high annual income?
        ",UK,,0,1,0
20151026091620AAqJTj3,3,34,"2016-08-26 16:04:34",2,"2016-08-26 13:03:58",0,0,20151026091620AAqJTj3," News & Events","
            How often is the USA military involved with investigations concerning ""terrorist funding""?
        ",EN,,1,1,0
20151026093030AAf2tj4,3,34,"2016-08-26 16:04:58",1,"2016-08-26 13:04:35",0,0,20151026093030AAf2tj4," Health","
            Is this lump cancer??
        ",EN,"It's round and hurts when you touch it and it's kind of soft",0,1,0
20151026093209AAS78EQ,5,34,"2016-08-26 16:05:26",1,"2016-08-26 13:04:58",0,0,20151026093209AAS78EQ," Society & Culture","
            When people speak more than one language, are you constantly translating what you're saying in your head back to English?
        ",EN,,0,1,0
20151026093338AAsiAoi,5,34,"2016-08-26 16:07:05",1,"2016-08-26 13:05:26",0,0,20151026093338AAsiAoi," Politics & Government","
            Can Former Landlord Have Me Arrested? !?
        ",EN," I moved out a week ago and have been receiving threatening messages nonstop since. Cursing me, claiming I destroyed the property, and now I m being told he s having me arrested for removing a portable a.c. from the property that I BORROWED from someone over the summer because he refused to fix my air when it was 100° inside the home. Can he do that? He said he told the police I stole it and I should have left it on the property because I only paid half of the rent that month. Well I only paid half that month because I had a huge power bill from tying to run the houses broken ac enough to keep my asthmatic son from having an attack in the heat! He assumes he therefore ""purchased"" the a.c. and it s his, and I should have left it. Also.I ve blocked his number and he s still texting and harassing me! Thanks.",1,1,1
20151026094009AAz8zMW,2,34,"2016-08-26 16:07:21",1,"2016-08-26 13:07:05",0,0,20151026094009AAz8zMW," Politics & Government","
            If Hillary Clinton is elected will she be re-elected in 2020?
        ",EN,,0,1,0
20151026103934AAqwjBu,2,34,"2016-08-26 16:07:54",1,"2016-08-26 13:07:21",0,0,20151026103934AAqwjBu," Health","
            Help help a madman with an ax is chasing me HELP?
        ",NONE,,1,1,0
20151026110358AAo1ZTp,3,34,"2016-08-26 16:08:18",1,"2016-08-26 13:07:54",0,0,20151026110358AAo1ZTp," News & Events","
            Can they squeeze any more money out of us? UK?
        ",UK,"There was an item on news this morning that a council in Essex have re-instated the street lamps being on all night. To the cost of residents! Apparently they are charging £3.50 per year per household. This is obviously going to catch on. Got us by the goolies again!!",0,1,1
20151026111110AA9qcOW,5,34,"2016-08-26 16:08:37",1,"2016-08-26 13:08:18",0,0,20151026111110AA9qcOW," Science & Mathematics","
            Can there be another major earthquake in pakistan in the next week or few hours ?
        ",EN,,0,1,0
20151026112524AAY67cr,5,34,"2016-08-26 16:09:11",1,"2016-08-26 13:08:37",0,0,20151026112524AAY67cr," Pregnancy & Parenting","
            I did the homemade bleach and pee thing to test for pregnancy. I peed in a cup thing and then poured a little bleach in it and?
        ",EN,"it fizzed like crazy and out the cup. What does that mean?????",1,1,0
20151026113315AAkcaLP,3,34,"2016-08-26 16:09:49",11,"2016-08-26 13:09:11",0,0,20151026113315AAkcaLP," Travel","
            Do light-skinned Israel Jews accept the fact that Moses was an African?
        ",EN," Here is another article in the American Jewish publication ""The Forward"" about Jewish DNA linked to Africa, 
 
http://forward.com/culture/140721/genes-tell-tale-of-jewish-ties-to-africa/ 
 
Here is a quote from the article. 
 
""Among its many findings, Ostrer’s paper indicated that Jews have African ancestry — an observation that David Reich, associate professor of genetics at Harvard Medical School, and his colleagues decided to explore further.""",0,1,0
20151026113329AAY8Pj8,3,34,"2016-08-26 16:10:28",1,"2016-08-26 13:09:49",0,0,20151026113329AAY8Pj8," Home & Garden","
            Should I leave the grass long, late in the fall or cut short.
Thanks!?
        ",EN,,0,1,0
20151026114920AAvnV3I,3,34,"2016-08-26 16:11:12",2,"2016-08-26 13:10:29",0,0,20151026114920AAvnV3I," Politics & Government","
            Why can't Republicans at least agree to banning assault rifles?
        ",EN,"Why does a civilian need an assault rifle ?",0,1,0
20151026122623AAnlDP6,3,34,"2016-08-26 16:11:26",1,"2016-08-26 13:11:12",0,0,20151026122623AAnlDP6," Family & Relationships","
            Would it be worth losing a friend to make them a date?
        ",UK,,0,1,2
20151026125824AAIAamD,2,34,"2016-08-26 16:12:01",1,"2016-08-26 13:11:26",0,0,20151026125824AAIAamD," Yahoo Products","
            TRYING TO UNSTALL YAHOO ON MY FIREFOX?
        ",EN,,0,1,0
20151026133627AA5Gm20,3,34,"2016-08-26 16:12:43",2,"2016-08-26 13:12:01",0,0,20151026133627AA5Gm20," Home & Garden","
            How to turn on radiator?
        ",EN," I recently moved into an apartment building and I'm completely clueless on how to use a radiator. There doesn't seem to be a thermostat anywhere I haven't been able to figure out how to turn my radiator on. I'm sure my landlord would be the best person to ask about this, but he hasn't yet returned my calls and its COLD here so I'm hoping there's something I can do myself. 
 
For some reason Yahoo isn't allowing me to add pictures, but there is a little silver knob at the top left of the radiator. Last month when I tried to test it out, I turned the knob and nothing happened. Now water comes out when I turn the knob, but nothing heats up. Any suggestions?
I tried opening the valve, how long does it need to be open for? Do you just put a bucket under the valve for the water while its open? Or does the water stop coming at any point..? Last time I tried this the water shot out for several minutes with no heat..",1,1,0
20151026135256AARqGat,1,34,"2016-08-26 16:12:56",1,"2016-08-26 13:12:43",0,0,20151026135256AARqGat," Pets","
            ADVANTAGES and DISADVANTAGES of loaning horses?
        ",EN,,0,1,0
20151026140242AA7UgU7,1,34,"2016-08-26 16:13:29",1,"2016-08-26 13:12:56",0,0,20151026140242AA7UgU7," Society & Culture","
            Driving Etiquette: you're driving around a full parking lot (or deck), when the person in front of you stops after seeing someone getting?
        ",EN,"in their car to get out. Would you honk at them for making you wait?",0,1,0
20151026140450AAbjDYU,7,34,"2016-08-26 16:13:56",1,"2016-08-26 13:13:29",0,0,20151026140450AAbjDYU," Environment","
            Does the African Humid Period hold the key as to why we have NATURAL, abrupt Climate Shifts that affect the entire World?
        ",EN," "" ... The African Humid Period occurred between 14,800 and 5,500 years ago, and was the last occurrence of a ""green Sahara"". Conditions in the Sahara during the African Humid Period were dominated by a strong North African Monsoon, resulting in larger annual rainfall totals compared to today’s conditions. With the increased rainfall, the vegetation patterns North Africa were nothing like what we see today. The majority of the Sahara region for instance was characterized by expansive grasslands, also known steppe. Meanwhile, the Sahel region south of the Sahara was mostly savanna. Today the Sahara region is mostly desert and the Sahel is characterized by steppe conditions. The African Humid Period was also characterized by a network of vast waterways in the Sahara, consisting of large lakes, rivers, and deltas. The four largest lakes were Lake Megachad, Lake Megafezzan, Ahnet-Mouydir Megalake, and Chotts Megalake. Large rivers in the region included the Senegal River, Nile River, Sahabi River, and Kufra River. These river and lake systems provided corridors that allowed many animal species, including humans, to expand their range across the Sahara. ... "" 
 
Here's what recently happened during the Little Ice Age also : 
 
"" ... cooling events during the Little Ice Age Period are detected in sediments accumulating off Africa, but the cooling events appear to be larger, ranging between 3–8 °C. ... ""
 Here's my link for those who demand one for verifying : https://en.wikipedia.org/wiki/North_Afri... 
 
Additionally from my link :  
 
"" ... Geologic evidence from the beginning and end of the African Humid Period suggests that both the onset and termination of the African Humid Period were abrupt. In fact both events likely occurred on a timescale of decades to centuries. ... ""
 There have been 5 ""warming periods"" since the last REAL Ice Age 12,000 years ago. The African Humid Period accounts for 2 of these warm periods. These 2 warming periods were very abrupt just as the current warming period has been.  We are currently in the 5th warming period. This warming period equals the previous 4. Natural climate variations IMO.",0,1,1
20151026140544AAwELjT,1,34,"2016-08-26 16:14:08",1,"2016-08-26 13:13:56",0,0,20151026140544AAwELjT," Cars & Transportation","
            Is Lexus SC 430 a chick magnet car?
        ",EN,"I was debate 02 M3 or SC 430.  I know they are different car.  M3 is much faster and is the car I like it more but I worrry about the repair.   
 
You think SC 430 can attract female more than M3 would?",1,1,0
20151026140833AAt3uRU,2,34,"2016-08-26 16:14:58",2,"2016-08-26 13:14:08",0,0,20151026140833AAt3uRU," Family & Relationships","
            My friend married a man with grown kids and grandchildren. She has talked her husband to buy a home in a gated community?
        ",EN,"She told me that the reasons she wants to live in a gated community was to keep his kids out and so they can have their own children.  
 
The question is: 
Will her plan work? will it keep her step kids and step-grandkids away
From what I heard it is for couples with children. Not age restricted, but with high security",0,1,0
20151026162349AAzs9XS,5,34,"2016-08-26 16:15:26",5,"2016-08-26 13:14:58",0,0,20151026162349AAzs9XS," Health","
            Anybody use Kava Root Tea or Supplements For Anxiety, If You Do Please Let Me Know How Much and What You Think; Does It Help You?
        ",EN,,0,1,0
20151026163559AAcFiNh,3,34,"2016-08-26 16:16:31",4,"2016-08-26 13:15:26",0,0,20151026163559AAcFiNh," Cars & Transportation","
            Auto Loan Question?
        ",EN,"When I request an Auto Loan can I request a certain amount above the price of the car to cover certain things? 
Like say I'm buying a car for 20 thousand, can I request 21 thousand to buy something additional I wanted to the car? Or is it strictly used for the purchase of the car and nothing else.  
 
thanks
Thanks for the answers, for the value of the car being higher than what I pay for it option, do banks give you the option for a direct deposit? As far as i'm reading they bank or lender will just write a check directly to the dealer. If that's the case that option goes out the window correct?",1,1,0
20151026163710AA40rRK,5,34,"2016-08-26 16:16:50",1,"2016-08-26 13:16:31",0,0,20151026163710AA40rRK," Computers & Internet","
            Where is the start menu in windows 10?
        ",EN,,1,1,0
20151026165944AAwRZTO,3,34,"2016-08-26 16:17:12",1,"2016-08-26 13:16:50",0,0,20151026165944AAwRZTO," Society & Culture","
            Why do people like sex?
        ",EN,,0,1,0
