ID,TITLE,BODY,CAT,CLASS
20150927163611AA2bbwS,OMG I LOST MY WALLET!?,I DONT KNOW WHAT TO DO MY BIRTHDAY MONEY WAS IN THEIR! I MUST HAVE LOST IT AT THE STRAWBERRY FESTIBLE BUT IF I DID WHO WOULD HAVE FOUND IT? I DIDN'T HAVE NOTHIN IN IT BUT MY MONEY I DON'T HAVE A DRIVERS LISENSE OR NOTHING AN NOW THE FESTIBLE IS OVAR AN EVERY ONE LEFT! OMG I AM SICK AN GONNA THROW UP I...,Cars & Transportation,Otros
20150928154758AA3pPeT,HELP MY PET ROCK STOPPED BREATHING?,help. my pet rock isn't responding. he won't talk or anything. i checked his pulse and its not there. WHAT SHOULD I DO!!!! i care about him,Games & Recreation,Otros
20150930070820AAwgVxX,My contacts just ripped what do I do I have no other pair and I hate glasses please help me!!!?????,I have had contacts for about a year now my last contacts have ripped and we don t have money to buy some more we are saving up for a new house and I don t wanna go back to glasses what should I do (I m 14),Health,Otros
20151002090649AA6KVmU,I hate my university?,Today was my first day at college,Education & Reference,Otros
20151005150406AA6uD1r,Why african americans should have education ?,writing essay on this topic 3 reasons why,Education & Reference,Otros
20151006054640AA00TZH,Has anyone here received a fake violation notice from Yahoo7 answers?,Someone is sending out fake violation notices to target you. Make sure any notices you get are really from Yahoo. It was a lame attempt but be warned.,Yahoo Products,Otros
20151006235320AAfN0cR,My own little brother beats me up?,When ever I defined me self hit hurt like hell because he punches like superman just punchend u And am ollder then him,Arts & Humanities,Otros
20151007102953AA66fEP,I got a response to America?,"I saw a video of the United States Navy engaging in pretty useless aggressive acts of sailing to nowhere Claiming that those hundreds of warships is just one ninth of the US Navy I got an Answer to it Four, 200,000 Ton Nuclear Powered Carriers Designed by Lion Defence, Co-Engineered by BAE Systems, DCNS and...",Games & Recreation,Otros
20151007115901AAZ7Y0h,Why only one abiogenesis?,"this is related to biology, religion is OUT OF THE TOPIC! it is said ALL life on earth comes from a shared common ancestor, including animals and plants both. but why weren't there multiple descents for life? it happened once, why wouldn't it happen again? why don't we see species around the world on a separate chain of evolution? and in such a reality, what would it look like?",Science & Mathematics,Otros
20151008160515AAYAxTN,"Theists, atheists and others. We have lived on this earth for over 6000 year and we have used up 2 thirds of the air, water and fuel?","It is time to conserve, do you? Personally if i use any toilet, be it private or public i never flush (waste of water) and if i have only used one side of the toilet paper i leave that piece on top of the WC for the next user. We need to do these things in order to allow the earth a further 6000 years, religion and spirituality are foremost but we must also conserve....thoughts?",Environment,Otros
20151013012920AALVbvr,Do Native Americans need to live in tribes on Reservations in 2015?,"Perhaps we should, MOVE ALONG. Or, you can continue harping the past like a special little snowflake.",Society & Culture,Otros
20130119130948AA1cLJ2,What kind of job am I qualified for?,"I've been searching and searching. Will you give me some suggestions? first, the idea of being a cashier or waitress or anything to do with a restaurant makes me want to shoot myself in the foot. I do have about 6 months accumulative experience working in a restaurant, and also I was an underwriter at a title company for a year. I can use a computer, do basic office stuff, I have my own reliable vehicle. I'm polite. I'm 24 years old. I have a hard time understanding people in a noisy environment. I live in south Texas. specifically about half way between Corpus ChristI and San Antonio. i would like to do something interesting or different, but boring and dull-drum is good too. any suggestions would be great!",Local Businesses,Opiniones
20130325040026AA6yKJa,"Which Family Lawyer should I consult in Sydney, Australia?","I need a lawyer who can help me to get my child custody. If you know any good lawyer from Sydney, Please refer & give me there contact details.",Local Businesses,Opiniones
20130421122356AA9GcC2,Why am I still a virgin?,"I'm a 19-year-old male sophomore in college. I'm 5'8"" and 125 lbs. I'm decent looking, not ugly or anything. But I'm quite introverted with no real close friends. Unfortunately, I'm going to finish up my second year of college as a virgin. During this past sophomore year, I went to this nightclub about twelve times. I danced/grinded with a bunch of girls, but most of them would only dance with me for like 5-10 minutes and then leave. I got to kiss a few of them, but was never able to dance with any of them long enough to ask her to leave with me. In this past month or so, I did try messaging a few girls I knew on Facebook. I just asked some basic small talk questions about college stuff, and most of them responded and seemed friendly, but most stopped messaging me back once I asked them about what they're doing on the weekend (or something along those lines, the intention being to hang out and have sex). One thing I never managed to do this year was go to an alcohol-type frat party or something along those lines. Those places intimidate me. I'm a relatively small guy (5'8"" and 125 lbs) and I do NOT drink alcohol. Ever. So in the few cases I walked by one, I either never had the courage to walk in, or there was a line and I couldn't get in. Honestly, I do try to build muscle and all that stuff that everyone says. I try some weight lifting and protein foods and stuff, but all I usually do is tone my muscles and maybe gain five pounds. To just put on 30 pounds or something like that seems so far-fetched and nearly impossible from my personal experience. I'm not really good at making close friends, either. When I meet new people in class and stuff, I do try talking to people, including girls, but it never comes across to them as anything more than just small talk. I just don't understand how people make friends and hook up and stuff. I really don't. I'm a guy. If I see an attractive girl, I just want to have sex with her. Like, if she literally said ""let's have sex,"" I'd just be like ""okay."" But for girls, it's different. Girls will see an attractive guy, but for them it's more complicated. They have to jump through all these hoops before they can ever hook up. I don't get it. Why can't girls be more like guys and be more willing to hook up? I hate how people slut-shame girls and pressure them to not have sex. Girls shouldn't be discouraged from having sex. I wish girls could let loose more and not be so restrictive all the time. Also, I understand that some people want relationships and stuff, but I don't get why preferences have to be so different between guys and girls. Guys overwhelmingly want sex; girls less so. I wish there was more balance between the genders. In particular, I wish more girls were of the hook-up type. I'm sorry, it's close to the end of my sophomore year in college, and I'm just mad about never getting casual sex, so I'm venting. That's why I went into a long ramble. Congrats for reading this far. If anyone has any comments on things I said, or any tips on how to get laid, I would appreciate it. I'm not going to transform my life and make 100 new friends and gain 30 pounds of muscle and join a frat and get drunk or get a girlfriend. Ideally, I'm just looking for that conversation tip for befriending a girl in my class or at a club and being able to hook up with her. Thanks!",Local Businesses,Opiniones
20130501045958AA0smQp,Best shoe shop in Edinburgh?,"Hi everyone, I'm looking for a shoe shop in Edinburgh which is offering elegant shoes for a decent price. Any recommendations?",Local Businesses,Opiniones
20130527225827AAfp6PB,Is there any reliable moving company in Austin that moves Furniture?,I want to move my office furniture . Please suggest me any reliable company that offers moving services at low cost?,Local Businesses,Opiniones
20130721160311AAIFJUG,Should I spend a semester in Galway or Cork?,"I have narrowed it down to NUIG and UCC, based on what's best for my major, but I want to make my decision based on the location. I really want a place where I can have fun, make new friends, and be a part of an active night life. I just want to hear the truth about both places, rather than the study abroad website descriptions. Please help!! Thanks :)",Travel,Opiniones
20130728132404AAQz93o,What is a good hotel to stay in Playa del Carmen?,Good location near beach & Ave 5. With good pool & restaurant. Not too laid back. For 2 single women. Also how much is transportation from cancun airport to Playa?,Travel,Opiniones
20130814200729AAB8GBb,Should I be a registered nurse?,"I like the medical field but not hands on I like to learn about it but seeing wounds and such gross me out unless its just reading about it. My dream is to be a lawyer and follow the criminal justice field. And that's my plan, but it takes 7 years. I want a way to make good many and have my own place by age 20 even if its just an apartment. I have a boyfriend soon husband and he has a job but I don't want us to lose time seeing each other because we have too work our asses off to make rent. How can I make good money if I'm in school for 7 years?",Local Businesses,Opiniones
20130913122821AAwK80K,How do i take action?,"I have been extremely unwell recently, following hospital admission I had my appendix removed and then had a life threatening allergic reaction to penicillin. This was only 2 weeks ago and I am still recovering. My mum booked a 2 night break for herself and me at the Hilton Garden Inn Glasgow City Centre. Yesterday we arrived, went for a wander then enjoyed a meal in the bar. Today we went to a show and returned back to the bar for a meal. I ordered a burger and about half way through bit in to something rock solid. After taking it out my mouth it was small, white and hard with a sharp point on it. However, after swallowing something sharp, I realised it had actually chipped my tooth and cut my gum. The pain alone is agonising from the hole in my tooth and I had to excuse myself to the bathroom where I was violently sick due to the pain. The bar staff were very sympathetic and the duty manager came to our room with 2 complimentary bottles of water and a refund for the burger and has assured us that they will look in to things and the hotel manager will be in touch. The whole ordeal has left me very upset, vomiting and overall regretting ever coming! I know it's not the hotels fault as the responsibility lies with the supplier of the burgers but where do I stand now? As a customer paying ¶œ16 for a burger, I expect better. I want to take action against the person/company responsible for this negligence. What is my next step?",Dining Out,Opiniones
20131025175834AAXYwg1,Why isnt Indy car more popular?,"I like NASCAR and all and im a Kenseth fan, but In the last 2 years or so Ive been regularly watching Indycar racing and I really believe its more exciting. But the Indy section here is always empty, is it really that unpopular? and why is that? The racing is awesome and since I live in Canada I go to the Toronto indy for the last 3 years",Sports,Opiniones
20140213040114AAlzOan,Any decent sandwich shops or places to grab lunch in Manchester Picadilly Gardens area?,"Tend to go to Fatso's, Pret, Tesco but wonder if any places I am missing out on in the Northern Quarter or Piccadilly Gardens area. Lack of options this side of Manchester for lunch.",Dining Out,Opiniones
20140217114824AAuX3fq,Are you Christians trying to win against atheist?,"Or are you trying to win them over to Jesus side? Watch your tone when you answer them, God is listening and you don't wanna be judged for being judgemental. Only God can judge.",Yahoo Products,Opiniones
20140221113659AAnhK8W,Who makes the best construction camera?,I'm looking for a construction camera for my job-site where we have a lot of theft.,Local Businesses,Opiniones
20140316182553AA579Y8,What do dead things smell like?,"I know people say dead people and animals have a particularly foul odor, but does anyone know what it smells like specifically? Just wondering.",Dining Out,Opiniones
20140424152627AArf8BI,Is Rio de Janeiro dangerous?,"I am currently 16. I am saving money for myself so that I can go to Rio de Janeiro in 2 years. I am going because I thought it would be nice because it would be a trip to celebrate for my graduation, I will be 18 and eligible to travel and manage on my own, and just so happens that the Summer Olympics will be around that time of year so I am trying to get tickets too. I know how crazy fans in Rio are about soccer and I have seen riots too. It will be my first time there and of course me being from the US will root for them. How dangerous is it for a lone American during an Olympic event cheering for America and how dangerous is it outside in the city for an American during the Olympics...I know how patriotic Brazilans can get when you cheer against or for another team then theirs.",Travel,Opiniones
20140509161303AAYooXx,Is Cozumel Mexico safe??,"I was just wondering If Cozumel was safe, my family and I were planning on going on a cruise that stopped there. I've heard some pretty scary situations and they scared me so now I don't know if I want to go or not. Have u had any experiences there?",Travel,Opiniones
20140629144425AAmlDPg,Glasgow noise?,"so I've just moved to glasgow and i live on a main-ish road above glasgow. below me, the street kind of widens and on the corner is a little shop thats open late hours. obviously living in any kind of city, you're going to get the type of people that hang around on streets and make noise. my bedroom window is single glazed and faces onto this area (2 floors down), so i hear every word of their conversations which are often quite loud and not the nicest of conversations late at night. there are also some kids (10/11) that play football at about 11 at night and often kick it against my wall, making a loud noise. is there anyone i can contact to help this situation? notes: I know contacting the police is a waste of their time... i know theres community wardens but do they help? i know to expect some noise but this does get a bit excessive. thanks!",Local Businesses,Opiniones
20140703175510AAydR48,"Vacation to Ireland, should I go?",Ok so I've Been planning my dream trip to Ireland. Before I go a want to know if I will be welcomed. The majority of the people there are white. And I'm Puerto Rican. Would I be treated nicely. Are there racist people? I really want to go but don't know if I should.,Local Businesses,Opiniones
20140724103527AAfiFlD,Why am I scared about florida ?,"Movinf there and was sooo excited. Now scared thinking it's to wild, I have a anxiety disorder. Can't take the wild stuff, I don't like nude beaches, drinking! bikers, Please advise me with my anxiety disorder, Have to move there",Dining Out,Opiniones
20140803065541AADD0cV,"How is it living in Las Vegas,NV?","My husband and I our moving to Las Vegas in about 2-3 years, we wanted to know where is the best places to buy homes or rent apartments, also how is the overall experience living there. We vacationed there quite a lot and love it. We just want a little more info then we already know.",Local Businesses,Opiniones
20140822042742AA0rOw1,Nottingham or Bristol...?,"I'm applying to University this year. I live in Scotland, so I have to visit these places and get a feel for them before Nov/Dec, when I apply. Of course, that's very expensive and time consuming with work/college! So, I've narrowed down the places I want to visit in England. What is Nottingham like to live and as a place? Especially for students? What about Bristol? I was also going to (and may still) apply to Leeds and UCL in London. But, from what quite a few people have said, Leeds is 'chav central' and of course, London is very expensive and I don't have a lot of savings or the bank of mum and dad! I will probably still visit Leeds, anyway. So, if anyone knows much about Leeds, fill me in! I know you should apply wherever is best for your course. All of these places are good universities for my course and it's important to me that I also like where I will be living/studying!",Travel,Opiniones
20140905171900AASzzP7,OMG WHAT IS GOING ON?,So I bought a iPhone off eBay everything was going great till today USPS. keep saying depart to delivery since 10:01am it's now 7:27 I called they said my packet not up there what tf is going on,Local Businesses,Opiniones
20141030174914AAOEF7l,Travel to vietnam?,so I want to travel to vietnam. I would like to go to Ho Chi Minh City. Most plan to go on yours and what not. I really just plan to find a hotel (very cheap) or hostel in district 1 of the city. After that I really just plan on going out and experiencing nightlife with other foreign visitors I meet along the way. My currency is the usd. I have the plane ticket figured out. If just like to know how much money to bring if I plan to stay 20-28 days. I also plan to eat cheap. Beer is something I will be buying a lot but I know it's cheap there. How much money is good to bring?,Travel,Opiniones
20141112205003AAFcAPA,How can it be legal to sell this kind of thing?,"Kfc has a new burger called the Hash brown couple or some crap. It's two fried chicken pieces as buns, with cheese, bacon, a hash brown and sauce on the inside. We have officially become America 2.0.",Local Businesses,Opiniones
20141121035253AAl9tCW,Survey-Which Country has the hottest people?,I gotta Russia. Love those accents. Second America. Because it's so diverse and has a good variety. Third probably Japan.,Dining Out,Opiniones
20141209135837AAjdLtB,"How do I get a job on the books fast in Brooklyn NY? I can do things like UPS, Rite AId, CVS, Walgreens, Duane Reade. Just apply?",Also CDL truck deliveries. I have to get a CDL license first. Also deliveries. My main expertise in computer repair and cell phone screens. I want to work in Shelor LLC. Hi! :-) Also McDonalds.,Local Businesses,Opiniones
20141216123442AAwDrMx,"Sydney AU Cafe and now 120 dead Pakistani kids, where are all of the killings in the name of Jesus that Liberals talk about?",Please don't answer about the 13th century and the crusades.,Dining Out,Opiniones
20150120141724AAKtPE1,Catchy unique business name?,"I am an makeup artist and a beauty therapist, At the moment I am doing freelance work and mobile beauty but will have my own salon soon. Just wanted to name a fresh new name.. I want something unique, catchy and short and simple. My name is with T and Surname with R. This is for my page for face book and other web. I was wondering if any these names look alright? TR Mua & Beauty Makeup by TR & Beauty therapist TR Makeup & Beauty Boutique Or any other suitable names.....",Local Businesses,Opiniones
20150121072419AABeB6F,Why are some cork people so deluded?,Calling yourselves the 'real' capital? Your not even city number 2 in Ireland. What do you have that us Dubs dont?,Travel,Opiniones
20150514220531AALmOPD,How can build my body weight in 1 month.?,My age was 26. I am an Indian. Presently my weight 42 k. Height 164 cm,Local Businesses,Opiniones
20150624124737AAtvF4K,How popular is Myspace now day??,Do you still use Myspace now???,Computers & Internet,Opiniones
20150710074446AAWWSpZ,Did oil companies kill the electric car?,Does Elon Musk know about this?,Environment,Opiniones
20150712114319AA4j2lk,Is it cheaper to buy surfboard where it's not local or local? I mean close to the beach or in urban?,in a country where surfing is popular or not?,Sports,Opiniones
20150803144954AA7FJnX,Are we running out of water..?,"Why do people worry about how long their showers are and using the right amount of water with dishes and laundry? Other than the bill going up I mean. It's horrifying to me because obviously if we run out if water we're screwed. A lot of articles say ""saving"" those drops. Why..?",Environment,Opiniones
20150824015406AAJddGw,How come my friend keeps on annoying me and says that my camera is out of date?,I am a youtuber and I have a friend who is also a youtuber. He lately has been getting on my butt about me using an old casio camera from 2010 to film videos. He has a sony handycam that films in 1080 and claims that if I use a better camera then I will keep my audience. I told him that I like my casio and that I want to continue to use it and he says that I am going to lose subscribers if I don't listen to him. He says my camera sucks because it films in 480p. I don't get why he is so picky about cameras and tries to force things onto me when I don't want to do it. He calls me stubborn and never takes advice from anyone. How come he thinks that my camera is out of date ???,Consumer Electronics,Opiniones
20150824030650AAkIheC,Where are all those devastating hurricanes that were supposed to happen due to Global Warming?,"http://www.csmonitor.com/USA/2015/0822/H... As we see the predictions from 10 years ago have fallen flat, to put it mildly. Even as late as 2012 we can see the clingers on touting this disaster. http://www.independent.co.uk/environment... Now we see that maybe Climate Change may be coming to the rescue. http://news.nationalgeographic.com/news/... Now it states that Climate Change is canceling out Global Warming. Whew! It must be tough to be a Climate Scientist now days! Can anyone provide a logical explanation for these highly paid scientist's conclusions?",Environment,Opiniones
20150824202741AAdLZVU,If I ran for president and won could I act really stupid and manage to not get impeached?,"I'm talking about the greatest joke of all time. If I was to study law for 8 years and become determined to be the greatest politician of all time for the sake of my joke. Would I get impeached if I won the election and just did really stupid things once I was in office? like REALLY stupid. Here's an example I would demand that all humans were to be removed from the White House and I would live with monkeys and replace all rooms with indoor gardens with banana trees and I would poop in my hands and throw it at people. Another example of stupid **** I would do is this; every time I was supposed to give a speech I would just start making monkey noises and throw my poop at the reporters. Would this be worth it even if I did get impeached? or would the corrupt government stop my plans as soon as I demanded humans to be removed from the White House? Serious answers only. I'm not a troll, this is something I've contemplated for the past 3-4 years. I've almost earned a masters degree in business law and I really want to do this.",Politics & Government,Opiniones
20150825122706AAVdEcl,Which is it? Are we going to burn to a crisp or freeze to death with Climate Change?,http://www.wnd.com/2015/08/mankind-threa... Here is a climate scientist that says the opposite of Al Gore and Jimmy Hansen.,Environment,Opiniones
20150826171628AASyb4G,How do I prove to my ex I misscarried his kid?,We broke up and I ended up finding out I was pregnant after. I tried to tell him the first week and he blew me off. I waited and told him he didn't believe me so I said I hit my period... Then I scedualed a abortion because I was told I could not keep this baby because of my condition. (I eventually told him again) I lost it today but because I was only 4 weeks it didn't hurt as much. I didn't have to go to the hospital. He won't believe me now and I have to prove it how,Pregnancy & Parenting,Opiniones
20150827003953AA1wIJO,Wil I have a higher chance of getting pulled over if I drive a 64 impalla?,I'm in high school about to get my drivers license and I was wondering if I would have a higher chance of getting pulled over?,Cars & Transportation,Opiniones
20150828202605AADxNdd,How to be artsy?,"I try, but i can't do it. I get the idea, and i have a $700 canon camera, i live in southern cali but what do i take pics of to have a cute instagram account?",Consumer Electronics,Opiniones
20150829134602AAwcejE,I had a dream where I died and I want to know what the details might mean?,"I had a dream last night that was very vivid.. For some reason I ended up in a hospital and I was laying down. The nurse said there wasn t anything else to do but to die, so she injected into my IV some concoction. As I laid there was the most emotional part of the dream.. Laying on the hospital bed looking up at the IV knowing that any second I would be dead and my life would be at an end. And in those final seconds my biggest sadness was not being able to tell my mother how much I loved her and that I ll miss her. I ve never had such a vivid dream in my entire life.. And as I woke up immediately my body just felt tweaky and spazzy. Such a weird and emotional dream and it felt so realistic..",Social Science,Opiniones
20150829152814AAcKyhk,Can I take my 1st graders to the playboy mansion as a field trip??,I'm a 1st grade teacher and I love hot naked blondes so maybe my students will??? how do I bring it up to the principle?,Education & Reference,Opiniones
20150830121638AAiUOyN,Why do so many people in britain have irish last names?,"Clayton, kaye, o donnell, o connell, geraldine, Donovan",News & Events,Opiniones
20150830201740AAqwDyt,Throwing up and having it burn after?,So i go away to drunk at a party and threw up everything i had eaten like ever. It got to the point of just throwing up liquids and no more food. I woke up (still drunk lol) and my throat hurts to the point of not being able to eat. should i be concerned.,Health,Opiniones
20150901045524AAfjD9T,Why is it only majority white Caucasian countries that 'have' to be multicultural ?,"Never see anybody suggesting Japan become multicultural, even though it's aging population could use the boost of immigration. Never see anybody suggesting China become multicultural either. Just wondered.",News & Events,Opiniones
20150901171804AAd8jXn,I Want The Computer!?,"My mom told me to take a shower when I was having a snack, and she got on the computer... Great! Not saying it's bad or anything, but does anyone have an idea on how I can get it back, with no begging or being rude?",Computers & Internet,Opiniones
20150903083626AAAX4lg,Do evil dogs exist?,"Thankfully me and my partner managed to get rid of this dog, but he literally acted as if he was the devil incarnate. Here's some of the things he did. He'd refuse to go to toilet when he was let out at night, then the next morning we'd come into to find he'd pooed/weed on the carpet. He'd cross over to the side of the room you were sat on, fart, and then wander off. He'd hardly ever come when called, especially when out and he knew we couldn't catch him, a few times he actually run out into roads. He'd wind up my nan's dogs to the point they'd try to attack him, and then still keep trying to annoy them. One time my nan's dogs came round and laid on the sofa, and he wouldn't stop barking at her. He'd attack small animals with no remorse, and one time I took home an injured pigeon (I often take home hurt birds and then give them to the vets), and he literally tried to eat it. He seemed to have no sense of special awareness and would un straight into people, the week before we got rid of him he gave my gf a huge swollen ankle. Oh yeah and he used to steal our food, and constantly lick the floor if food had been dropped, I swear sometimes he actually used to get under our feet purposely so we'd trip over him and drop food. When he got caught in the kitchen one time, where he wasn't supposed to be, he suddenly made a run for the door, so obviously he wasn't dumb and knew what he was doing. Anyone else had a psychopathic malicious plotting devil dog? (Oh yeah and he used to stare constantly at us and other dogs, he especially stared at us while we were eating in a really sinister fashion) Julie D, I'm not a bad dog owner, I don't think you can teach a dog to respect you, like a person, they either respect you or they don't. Also I know for a fact not all dogs attack small animals, I have seen videos of dogs laying next to kittens, and how exactly do you train a dog out of malicious farting? Puppy, I'm not a bad owner, but we kept him the longest out of anyone who had him, the people who gave him to us clearly couldn't cope with him either. I can prove I'm not a bad dog owner because my nan's dogs always want to come up and see me, and get too excited when she's bringing them round to stay. You are just ignorant if you think a dog can't be psychopathic, or evil, because I'm pretty certain he was, he certainly didn't care about us, if he did he wouldn't have got on the table and started eating our food. Gemma, yes that proves it, psychopathy is a genetic trait in humans too! Our dog wasn't violent to us, but he didn't think about anyone but himself, whereas my nan's two lovely dogs would never do anything to upset us. They would certainly never dream of taking food from the table! We fed him, and told him bad when he done things we didn't want him to do. Yet he still tried to attack and eat wild animals. We tried to train him both with positive and negative reinforcement training, but he still didn't learn to respect us. He knew tricks and stuff just fine, but he didn't respect us, our things, or other dogs. I don't know really how any dog could not know to back off and leave a dog alone when it starts snarling at him, I actually think he got some sick pleasure out of winding my nan's dog up, and he wouldn't stop no matter how much she snarled, or how much we shouted. The most useful thing we taught him was ""go away"", but even then he'd push his luck and keep circling back round trying to get close to the table when we were eating, and he'd never listen to us outdoors because he knew we couldn't catch him. If he kept behaving badly he went for time out in his crate in the other room, but this didn't really stop his bad behaviour, he just became more sneaky with it.",Pets,Opiniones
20150903180045AAchBVR,Does running everyday bad for my body?,I am trying to become more active. And everyday a week i have cross country practice and we run a mile and a half. Should i take a break on weekends or can i keep running then too?,Sports,Opiniones
20150908025831AA46n7P,Bone in neck?,I dont know if I sound crazy but I was lifting weights and all of a sudden I felt sharp pain in fron of neck and felt socking kinda poking the skin. What could this be?,Health,Opiniones
20150909091928AATmbBW,Economics True or False:?,"Trades, as economists define them, are always voluntary transactions. True False",Social Science,Opiniones
20150909153227AAdTiZd,"Do most farms, in the U.S., treat animals poorly.?","I hear from vegans that animals are treated very badly, but I wonder if that is rare or not.",Food & Drink,Opiniones
20150910064425AAUhT3w,"Vyacheslav Krasheninnikov predicted the Twins and the Statue of Liberty incidents, but what about the specifics?",Will the Statue make one step forward with left foot or right foot?,Travel,Opiniones
20150911174655AAqBOYV,"Government paid scientists predicted an ice-free Arctic by now, were they right?",Opening this up for all.,Environment,Opiniones
20150911175514AAXVsB3,Do you really have to have a degree to be in the medical field?,"I plan to attend a adult school for a year the schooling is 11,000. I already have loans that I took out from the past year and I really want to give it my all in this . ,because of the fact that I want to start a career and move out of my horrible parents house once I'm done and hopefully once I get the schooling bitll be enough to live on my own , so does having a degree for nursing or the medical field matter ? I do know that I will be a LVN and they will license me if I succeed . what do I do , 20 years old btw",Business & Finance,Opiniones
20150911210514AAJjT8v,How can I earn my spot on a team?,I am a really skillful player but I'm going to be on a team full of other girls. It's really intimidating I know I can't just walk in and expect to play my position (a forward)One thing that sets me apart is me being 5'11 and I'm very muscular. I've been told plenty of times by my own team mates and players from other teams that I scare them. I'm fairly aggressive. But what can I do to earn playing time being the new girl.,Sports,Opiniones
20150912012238AASReGt,Women can give up a child for adoption with no financial obligation and no social stigma....?,"But when a man doesn't pay child support. He gets locked up because hes not ""taking care of his responsibilities"" All the responsibilities none of the rights. -Male privilege 2015",Social Science,Opiniones
20150912122039AA1AE5l,Pick your favorite first and middle name combination?,First Names: ~ Aerilyn ~ Ansley ~ Blaire ~ Brighley ~ Chamberlain (Nickname: Amber) ~ Carrington (Nickname: Carrie) ~ Hadley ~ Kensington (Nickname: Kensi) ~ Langley ~ Leighton (Nickname: Leigha) ~ Thessaly Middle Names: ~ Catherine ~ Claire ~ Elizabeth ~ Rose ~ Promise ~ Selene ~ Amaryllis ~ Anise ~ Blaire ~ Ember ~ Starling,Pregnancy & Parenting,Opiniones
20150912124106AAshWWN,Professor failed me ?,"I am a 25 yr old girl in college. In the summer I had a philosophy class as a requirement, even though I am a psychology major. The class was fairly difficult for me being that I had not had a phi class before .. and there were a lot of assignments and papers. I showed up for both exams but did poorly and was late a few times. I thought I would receive a D, but to my surprise, the Prof gave me an F . I emailed him asking my grade and he replied saying that I could see it on the website and if I wanted to we could discuss it in his office. Should I meet with him and what should I tell him ? Is it okay that he failed me? Yes I know but a D would have been passing and I wouldn't have had to repeat another class in place of this one this semester.. I will not have to retake this same course, but i would have to retake another subject .. Yes the prof is fairly nice and flexible.. he is in his 30s and had a sense of humor in class.. but I dont know how he will react or tell me if I meet w him.. Also, I had done a long paper at the beginning of the semester and turned it in on time. I thought that would help me since I did a good job at writing it .. Also, in the emails, he claims that he let me know halfway through the semester, but he never talked to me at all ? Also, in the emails, he claims that he let me know halfway through the semester, but he never talked to me at all ? Thanks for the suggestions guys, he hasn't answered my email requesting to meet up and its been 5 days , should I email him again ? Anonymous, what do u mean by ""another motive"" ? Can u elaborate a bit more? Sixth sense? Hey guys, the prof emailed me today, and said that sure we could meet but the times he suggested aren't that convenient for me.. Should I still go or suggest a time that is better for me ??",Education & Reference,Opiniones
20150912141255AAWn4Ax,I m 18 & female. I m quite good looking but feel really insecure about myself. I just don t feel good enough?,I ve had my teeth done twice. Gym obsessed. Model. However when I look at myself I just feel ugly. I want to feel as happy as I look? Am I perhaps depressed?,Beauty & Style,Opiniones
20150912211148AAUJSsQ,"I read somewhere about the "" US war on drugs n Mexico"" Why is the US fighting it , and not Mexico ?",Or is the Mexican government not bothered or to corrupt ?,Politics & Government,Opiniones
20150912212503AAPNUyl,Is this true about Marine JAG?,I'm a college student considering going to law school someday and being part of the JAG Corps. I've been doing research on Marine JAG and from what I read Marine JAG officers are line officers and can still command a rifle platoon. Does this means Marine JAG officers possibly can still see combat? So I'm guessing Navy JAG is a better route?,Politics & Government,Opiniones
20150912234438AAecMkq,My girlfriend said I don't know how to eat her out and I'm feeling so bad because I don't understand how to do it.?,"im 27 and my girlfriend is 24, I lost my virginity to her. Today I was eating her out and it's not the first time I did, I did it plenty of times before, I asked her if it feels good and she said yeah, and then I told her to tell me the truth and quit faking orgasms because I understand that she's faking it to make me feel better. All along I knew I wasn't doing it right, because when she told me the truth and said I wasn't doing it right, I got real upset because I wasn't pleasing her through oral. She gives greats blowjobs and handjobs but I can't even use my mouth to get her anywhere. I'm so depressed, how do you eat a girl out? Where do you start and how do I do it? And I do lick her **** but she doesn't feel as good. Please help me out guys",Health,Opiniones
20150913001003AAXYfdF,Why does the New York Times ignore the empirical data showing no warming while implying that man-made Global Warming skeptics are like Nazis?,"After more than 30 years of failed doom saying, what is the 'empirical evidence' the New York Times is alluding to that allows them to compare man-made Global Warming skeptics to Hitler? http://www.nytimes.com/2015/09/13/opinio... Please keep in mind the only actual result we've seen from global warming and high CO2 concentrations so are have been very beneficial to humankind all over the world. We've had Bumper crops WORLDWIDE, see best answer here: https://answers.yahoo.com/question/index...",Environment,Opiniones
20150913103156AAD8luH,Is it true that the majority of US population do not want free healthcare and are in favour of mass immigration?,"Many developed nations have free healthcare. Canada, Australia, New Zealand, most of the EU. If the United States is a democracy, everything depends on the majority of voters, isn't it? There is no such thing as free health care? OK, do you pay taxes? Do people in the EU pay taxes? But in the US you do not have universal free healthcare, and in the EU they do. What's the difference? Maybe in military spending? To set yourself free from the myth of low taxes vs free healthcare, compare taxes i the US and other develcountries here: http://www.bbc.com/news/magazine-26327114 http://www.theatlantic.com/business/archive/2013/01/how-low-are-us-taxes-compared-to-other-countries/267148/ Argentina has lower taxes. Australia has roughly the same level of taxation. Both have universal free healthcare. And as for actual reasons for lack of free universal healthcare in the US. This has nothing to do with taxes. Do you know that nearly 1% of US citizens are in prison. The highest percentage in the world. Someone has to pay for it. Also, military spending. A staggering one sixth of the total budget! More than several other top military spenders (Russia, China, etc) combined.",Politics & Government,Opiniones
