ID,TITLE,BODY,CAT,CLASS
20150831045718AADOO2u,How did Japan's invasion of China lead to World War 2?,A short brief paragraph would be helpful... thanks :).,Arts & Humanities,Complejas
20150831135336AAZXCyD,My dad doesn’t want me to have a boyfriend??,"Okay, so I’m going to sixth form this year, (I’m 17), and my dad has told me that I should not have a boyfriend, in other words I’m not ‘allowed’ to. I think this is slightly unfair. :( I have never had a relationship before. Do you think he is right to tell me that I mustn’t get involved with relationships? Thanks to those who gave sensible and non-sarcastic answers. I’m just going to wait and see. If I meet a nice guy, then I’ll date him, whatever my father thinks.",Family & Relationships,Otros
20150831152700AAtHyMR,What happens when you shave a policeman?,"I see a cop, I walk up to him with a can of barbasol shaving cream and a razor, and I start shaving him. What would come of that?",Politics & Government,No respondibles
20150831163025AAOGjiX,I don't eat meat but I'm not a vegetarian?,I used to eat meat when I was younger but in the past two years or so I just stopped. I still eat sea food and like beef flavored ramen and junk like that but chicken and steak etc. is just super unappetizing to me. is this like a type of vegetarian or something?,Food & Drink,Otros
20150831174216AApb7Aq,Why isnt disrespect towards corporations illegal?,"It should be. I am so sick of arrogant, smug, lazy, hedonistic jerks badmouthing and criticizing corporations. If you ask me, those people who criticize, negatively review, or otherwise show dishonor towards corporations should be imprisoned It is the Governments job to protect big business from any threats from sissy whiny brats and hippie rebels",Politics & Government,Complejas
20150831185209AAsmzAL,Is it bragging of they ask?,For example they say how many awards did you win? And I say 5 (just an example) then they say you're so lucky. Is it bragging? Well its just an example someone asked me if I got a new pair of shoes for school. I said yea but I didn't want them to feel bad for themselves. I know it might sound stupid.,Society & Culture,Otros
20150831195656AAio3Nr,Are quarter horses good hunter jumpers?,"I know it depends on the horse but in general, would i be able to ride a 3' course with a quarter horse?",Pets,Opiniones
20150831220039AAauxnN,Chicken fries?,What are burger king's chicken fries and why all the hype? what do they taste like?,Dining Out,No respondibles
20150831220839AAb7r66,"Dissatisfied with work, messy home, lack of fun, lost friends....can you tell me why?!?","Every morning when I open my eyes, I'm like ""oh no....not again....not another day of work... :( "" Then I get up wash my face, change and wait for my husband to get ready and then we go to work, till I get there, I'm just like a moving ghost! no talk, no laugh, nothing. I just feel like my brain has not restarted ! My home is so messy and everytime I see it, I just feel like sh** .I seem to have lost control of my life. I can't manage anything. Not even our finance. Sometimes I even forget to buy milk or sugar... I can't remember the last time I cooked! The kitchen is always full of dirty dishes while the clean ones stay inside the dishwasher for more than 5 days! This whole situation has made me sick and I can't find any way to fix it cuz I'm always tired, sleepy, no energy. Everytime our friends call to plan something, I try to find an excuse to call it off. I used to see my mom more in the past and talk to my families but these days.... I feel so lost :( What should I do to stop this? Where should I start?",Home & Garden,No respondibles
20150901045524AAfjD9T,Why is it only majority white Caucasian countries that 'have' to be multicultural ?,"Never see anybody suggesting Japan become multicultural, even though it's aging population could use the boost of immigration. Never see anybody suggesting China become multicultural either. Just wondered.",News & Events,Complejas
20150901052639AAgauh6,Ways to make my immune system stronger?,"I have a really bad immune system and I get sick a lot. In the past ten weeks I ve been sick 6 times. When I say sick I mean just a sore throat, bad cough and head cold. We just finished winter today but I m still getting sick. I have an immune booster every day, two vitamin c tablets, a vitamin d and iron supplements at night. Is there anyway I can stop getting sick? I go to my doctor but he doesn t prescribe me to any medication because he says its no use when the sicknesses only last about 4-5 days. I eat heaps of fruit and vegetables every day.",Health,Archivadas y Web
20150901132736AAGIS4f,Can you ID this Fossil ?,It was found in a field in Dumfries and Galloway,Environment,Otros
20150901171804AAd8jXn,I Want The Computer!?,"My mom told me to take a shower when I was having a snack, and she got on the computer... Great! Not saying it's bad or anything, but does anyone have an idea on how I can get it back, with no begging or being rude?",Computers & Internet,Otros
20150901190057AAg86sm,Fire in the microwave. Is it going to be okay?,"I was defrosting a pepper in the microwave, but it caught on fire in a few seconds. I had heard a noise and saw some flames so I immediately turned the microwave off, and blew on the pepper to get the flame out. (The flame was on the stem). It was somewhat stubborn but luckily I blew the flame out when i took it out. I had the windows open after and the door open to let the room breathe a bit for about a half hour. In other rooms it doesnt smell like smoke anymore, but the microwave still smelled like smoke. I read that if you clean your microwave with some cloves it will get the smoke smell out, so I did that and now I can barely smell the smoke when I open the microwave. However, is the microwave still safe to use? When the pepper was on fire, it was just the tip and the flame was not this all encompassing thing. The microwave itself was not on fire, just the stem of the pepper. Will the microwave combust or something when I go to sleep or something? I know that sounds dumb, but I am kind of worried now. I hope it will be okay. Actually I can still smell some smoke in the microwave. lso there is nothing black in the microwave. The microwave is just as spotless as it was before. The microwave itself did not melt or burn or anything. It was just the pepper that was in the small ziplock bag. So there are no burnt spots in the microwave at all. When I had taken the pepper out, there was absolutely no fire at all in the microwave (just on the pepper), it just smelled burnt obviously",Home & Garden,Opiniones
20150901194226AAy5V46,Torque vs. Horsepower?,"If one motorcycle has more torque than another, but the other has more horsepower, how would expect the performance to differ?",Cars & Transportation,Opiniones
20150901210036AAxtdQ3,Why is it so dangerous at night?,"just heard gun shots , why cant it just be peaceful?!!!!",Social Science,Web
20150902012402AAi2MpN,Should I give up on my singing dream?,"My mum ALWAYS tells me that singing jobs are useless and only people who aren t educated and who are stupid get singing careers, I m 16 now. I ve wanted to be a singer since I was young. But my mum says I should be a teacher ( she doesn t want me to have any job that gets me famous )",Entertainment & Music,Opiniones
20150902034155AAsyxt2,(Guys only please) is a clit piercing a turn on or turn off?,I was thinking about getting a vertical clitoral hood piercing (VCH.) I want to get it to increase my sexual pleasure and I also love the look of them. I was just curious if its a turn on or turn off for guys?,Beauty & Style,Opiniones
20150902053210AAcHAn6,What cat food should I feed my ferrets? Please help!!?,I have bin feeding my ferret marshel complete ferret diet and u am starting to learn that it's not very healthy for it can give them cancer do to the amount of sugar and grain in it. I heard that some grain free cat foods are better for them ( along with meet daily ) so if you recommend any cat foods I should try please tell me. I want the very best for my fuzzies but I am having a very hard time finding the right brand please help! Thanks :),Pets,Particulares
20150902071220AAlnZBe,I literally just dreamt the man who raped me escaped prison?,"I cannot stress this enough. Sooo many of my dreams come true in one way or another. When I was 13 I was raped by my mothers 58 year old boyfriend at the time. I was never really bothered about it. The thought made me feel sick and I knew he had done wrong and given I was so ugly and covered up i didn't blame myself. I just dreamt that he escaped Prison. He went to my mothers house. I moved away several years ago but when he was not in prison that's where he knew we were. My family were there. I didn't actually see him but they had and the police were already there. Two police bully vans parked on the estate. I saw his car too. I couldn't stop crying I went and sat next to my older sister and burst out crying again I couldnt shut up. I said to her ""I told you he would come after me and you said I was being stupid"". I was crying at that time because my sister is always throwin away my thoughts saying I'm wrong. When I'm asleep I can feel if I'm crying and I was actually crying. Woke up and id been crying. I've always thought he would come after me when he got out I mean why wouldn't he, he told me not to tell, he couldn't go to prison ""again"". I think the sentence was 11 or 14 years I really can't remember but it's at least 5 and I'm almost 18. The police said it didn't mean he would have to serve all the years. he might have been released on bail or something. I've never actually worried about it before. I just wanna know what this could mean because I'm super stuck.",Social Science,Otros
20150903083626AAAX4lg,Do evil dogs exist?,"Thankfully me and my partner managed to get rid of this dog, but he literally acted as if he was the devil incarnate. Here's some of the things he did. He'd refuse to go to toilet when he was let out at night, then the next morning we'd come into to find he'd pooed/weed on the carpet. He'd cross over to the side of the room you were sat on, fart, and then wander off. He'd hardly ever come when called, especially when out and he knew we couldn't catch him, a few times he actually run out into roads. He'd wind up my nan's dogs to the point they'd try to attack him, and then still keep trying to annoy them. One time my nan's dogs came round and laid on the sofa, and he wouldn't stop barking at her. He'd attack small animals with no remorse, and one time I took home an injured pigeon (I often take home hurt birds and then give them to the vets), and he literally tried to eat it. He seemed to have no sense of special awareness and would un straight into people, the week before we got rid of him he gave my gf a huge swollen ankle. Oh yeah and he used to steal our food, and constantly lick the floor if food had been dropped, I swear sometimes he actually used to get under our feet purposely so we'd trip over him and drop food. When he got caught in the kitchen one time, where he wasn't supposed to be, he suddenly made a run for the door, so obviously he wasn't dumb and knew what he was doing. Anyone else had a psychopathic malicious plotting devil dog? (Oh yeah and he used to stare constantly at us and other dogs, he especially stared at us while we were eating in a really sinister fashion) Julie D, I'm not a bad dog owner, I don't think you can teach a dog to respect you, like a person, they either respect you or they don't. Also I know for a fact not all dogs attack small animals, I have seen videos of dogs laying next to kittens, and how exactly do you train a dog out of malicious farting? Puppy, I'm not a bad owner, but we kept him the longest out of anyone who had him, the people who gave him to us clearly couldn't cope with him either. I can prove I'm not a bad dog owner because my nan's dogs always want to come up and see me, and get too excited when she's bringing them round to stay. You are just ignorant if you think a dog can't be psychopathic, or evil, because I'm pretty certain he was, he certainly didn't care about us, if he did he wouldn't have got on the table and started eating our food. Gemma, yes that proves it, psychopathy is a genetic trait in humans too! Our dog wasn't violent to us, but he didn't think about anyone but himself, whereas my nan's two lovely dogs would never do anything to upset us. They would certainly never dream of taking food from the table! We fed him, and told him bad when he done things we didn't want him to do. Yet he still tried to attack and eat wild animals. We tried to train him both with positive and negative reinforcement training, but he still didn't learn to respect us. He knew tricks and stuff just fine, but he didn't respect us, our things, or other dogs. I don't know really how any dog could not know to back off and leave a dog alone when it starts snarling at him, I actually think he got some sick pleasure out of winding my nan's dog up, and he wouldn't stop no matter how much she snarled, or how much we shouted. The most useful thing we taught him was ""go away"", but even then he'd push his luck and keep circling back round trying to get close to the table when we were eating, and he'd never listen to us outdoors because he knew we couldn't catch him. If he kept behaving badly he went for time out in his crate in the other room, but this didn't really stop his bad behaviour, he just became more sneaky with it.",Pets,Complejas
20150903180045AAchBVR,Does running everyday bad for my body?,I am trying to become more active. And everyday a week i have cross country practice and we run a mile and a half. Should i take a break on weekends or can i keep running then too?,Sports,Archivadas y Web
20150905184547AANorng,Did scientists ever find the missing link to prove their evolution theory?,"Link it, L.",Science & Mathematics,Web
20150908025831AA46n7P,Bone in neck?,I dont know if I sound crazy but I was lifting weights and all of a sudden I felt sharp pain in fron of neck and felt socking kinda poking the skin. What could this be?,Health,Otros
20150909050941AAbj0fG,So the Queen became longest reigning monarch at 9am on 9/9?,999 - upside down it is 666 - this must mean something - what are they telling us here?,News & Events,No respondibles
20150909091928AATmbBW,Economics True or False:?,"Trades, as economists define them, are always voluntary transactions. True False",Social Science,Opiniones
20150909202759AAGzd4E,"Why are prices marked as $2.99, 4.99 etc?",Why don't they just mark the price as $3.00 or $5.00?,Yahoo Products,Complejas
20150910064425AAUhT3w,"Vyacheslav Krasheninnikov predicted the Twins and the Statue of Liberty incidents, but what about the specifics?",Will the Statue make one step forward with left foot or right foot?,Travel,Otros
20150910130114AAFgFCn,Why Won't My Wrist Break?,"I need to break my wrist. I know know, blah blah I shouldn't do it. I've fractured it, I know the pain, and I know the potential consequences. Thing is, it won't break! I've tried dropping a hammer on to it (more like smashing), I've tried twisting until it popped, slamming a door into it, lifting my body on only the wrist with my fingers pointing at me (on my palm), everything. The only tong I'm not doing is falling from a height then catching myself on that arm, as I could easily hit my head doing that. I need help on this, I need a way to break my wrist.",Health,Particulares
20150910132435AAUjlzz,"My friends at school told my I was stupid because I said they speak Chinese in China, am I wrong?","They kept saying they speak Mandarin. I said, yes, but that it was a form of Chinese. I asked them to explain Taiwanese then and they said it's the language they speak in Taiwan. .....Am I wrong, but isn't Taiwanese a dialect from Chinese?",Society & Culture,Opiniones
20150910150613AARsCDr,Why is britain 'doing business ' with isis and saudia arabia?,i just watched the end of newsnight before on bbc2 and i saw that the man from the uk government was saying something similar to the effect of ' we need to continue to do business with isis and saudi'? isn't that traitorous? and very dangerous for the country? dangerous for britain and its citizens?,News & Events,Complejas
20150911100933AAfgcCw,I have irrefutable proof of god. Do you agree? I bought a burrito and went to wash my hands when I came back the burrito was gone.?,My roommate swears he didn't take it. This leaves only one possibility. Jesus just raptured my burrito thus god is proven.,Society & Culture,No respondibles
20150911101127AAn5U1z,How do i start investing in stocks ?,"i want to start investing in stocks, but i have no idea how to. i heard its good money, but i don't understand where i need to go to start trading stocks, and how many partner is needed to invest in stock and which account i have to open for this. also could you explain me to what a mutual fund is and the basics of investing in stocks ? thanks",Business & Finance,Particulares
20150911132715AAMG6hi,Thoughts about 9/11?,"I know today this is probably the most asked question here and everywhere, and I feel so sorry about the many lives lost on that dark day.but I want you to focus especially on the aftermath of it. I've lost 2 colse friends because of Bush's stupid wars. They were absolutely sure they had to do something. In my high school after 9/11 so many guys joined the marines/army or armed forces. If I count all the people I knew who died in Iraq/Afghanistan the number is 5. We're talking about 5 young men aged from 18 to 21 who gave their lives because they thought 911 was not an internal job. They were boyfriends,sons,brothers and they're gone.And I know there are so many other americans who went and didn't come back. I just don't think they should've gone in first place as it is now a world wide accepted theory that 911 was an inside job. I miss you guys,wish you were still here @ wine wine...: Go to hell,you didn't see their parents cry,I bet you never saw a 19 year old marine being put to rest,you don't forget those things. You should be ashamed",News & Events,Opiniones
20150911155225AAn0QyJ,Is this recipe okay for cats?,"2 cups of milk 1-3 tbsp of cinnamon 2 tbsp of nutmeg 2 tbsp of sugar 1-2 tsp of vanilla extract Boil the milk while slowly adding each ingredient and stirring. Let it cool to a warm temperature, then serve.",Pets,Opiniones
20150911174655AAqBOYV,"Government paid scientists predicted an ice-free Arctic by now, were they right?",Opening this up for all.,Environment,Otros
20150911175514AAXVsB3,Do you really have to have a degree to be in the medical field?,"I plan to attend a adult school for a year the schooling is 11,000. I already have loans that I took out from the past year and I really want to give it my all in this . ,because of the fact that I want to start a career and move out of my horrible parents house once I'm done and hopefully once I get the schooling bitll be enough to live on my own , so does having a degree for nursing or the medical field matter ? I do know that I will be a LVN and they will license me if I succeed . what do I do , 20 years old btw",Business & Finance,Opiniones
20150911210514AAJjT8v,How can I earn my spot on a team?,I am a really skillful player but I'm going to be on a team full of other girls. It's really intimidating I know I can't just walk in and expect to play my position (a forward)One thing that sets me apart is me being 5'11 and I'm very muscular. I've been told plenty of times by my own team mates and players from other teams that I scare them. I'm fairly aggressive. But what can I do to earn playing time being the new girl.,Sports,Particulares
20150912012238AASReGt,Women can give up a child for adoption with no financial obligation and no social stigma....?,"But when a man doesn't pay child support. He gets locked up because hes not ""taking care of his responsibilities"" All the responsibilities none of the rights. -Male privilege 2015",Social Science,Otros
20150912014120AAAa8Cj,Is this Global Warming quiz found on Yahoo really based on science?,http://www.csmonitor.com/Environment/201...,Environment,Otros
20150912044913AArW429,Help For A Type One Brittle Diabetic?,"Hi I'm a type one very brittle Diabetic on an Insulin Pump. Recently I've been drinking diet pop because it is one of the few beverages I can drink with zero carbs which means I don't have to give Insulin for it or worry about it hiking my sugars. However the fizz in the pop had started giving me lots of gas and had me going to the bathroom all night long to get rid of the gas (sorry for the details) So I quit drinking the pop and started with bottled water. But the bottled water to me has no flavor and I've never been a pure water drinker. And I can't drink tea yet because here in Israel it is still broiling blazing hot here still. So what is something I can drink with 0 carbs? Also I need a 0 carb alternative for my bedtime snack. Currently I eat 2 hard boiled eggs and slice them up and put Mayo on it. And don't worry I'm also on Lipitor and my LDL levels are in the 70's. But I think the Mayo has been putting too much weight on me and I've tried low fat mayo and it has no flavor whatsoever. So what's a zero carb alternative to eggs for a bedtime snack? I don't want to hike my blood sugar levels just before sleep. @ckngbbbls most flavored bottled waters have carbs that I've seen, and meat although having zero carbs have protein in it and the protein of the meat hikes my sugar like two hours after I've eaten it",Health,Otros
20150912060654AALdV4K,I just bought a car yesterday can I go back to dealer and trade it for another?,I feel it's too small for my needs and would like to change it for another of equal value at the same dealer.,Cars & Transportation,Archivada
20150912062414AAwjMjw,Why can't you be gay in the Army?,Do they think that gay people are not qualified? There are many smart gay people that are highly educated and qualified for government work,News & Events,Archivada
20150912064419AAy3hgy,Am I pregnant??!?,I just swallowed some raw chicken egg and it was on a Tuesday! I also was petting my cat at the same time. And then my period was a few days off. I am 13 and I am freaking out and I don t know what to do! Help!!!,Pregnancy & Parenting,Opiniones
20150912084432AA5VPQs,What do Russians and Armenians think of each other?,What do Russians think of Armenians and what do Armenians think of Russians?,Travel,Opiniones
20150912092648AAoi3Qp,Frequently I getting Jesus dreams...?,I see Jesus being crucified. I see his holy blood coming out. This means judgment day is near?,Social Science,Otros
20150912095723AA1wig8,Isn't it bad to post links to racist websites on here?,A user named Jack Cove just spammed my question with a link to stormfrount an anti Semitic website should he be reported? Jews are not a scourge on anyone as he tries to say this is malicious trolling isn't it! Good point David.,Yahoo Products,Opiniones
20150912103425AAgwJBq,Does anyone actually believe that a person like Trump is presidential material?,Or are they just enjoying thumbing their noses at the rest of the country because they know the election is over a year away?,Politics & Government,Opiniones
20150912105047AAYmyyn,School wont allow glasses?,I just started wearing glasses yesterday and found out my school won't allow them because the rules are only for prescription glasses and my prescription isn't strong enough and they say I see fine without them what do I do? i can see but its difficult and strains my eyes and gives me a headache but I can't do anything about it help please?,Beauty & Style,Particulares
20150912105109AATJsgt,Does size matter that much?,I had sex for the first time 2 days ago and the girl I was with said I was too small. Im not going to give a measurement but Im average. Is average really not good enough?,Health,Complejas
20150912105534AA60AHM,"Ive picked wild blackberries, plums and apples, what shall i make?","Im vegan, but i dont mind if your recipes arent as i can just alter them",Food & Drink,Opiniones
20150912114118AApECjj,"The seed on my lemon plant has gotten moldy, I have leaves now but I'm worried if I should Remove the seed or not. Will the mold hurt it?",https://www.flickr.com/photos/136165861@N07/shares/6CnkAM,Home & Garden,Particulares
20150912120319AAhm6AY,Is it sad as a girl to go to a movie by myself?,I have no female friends and really no friends period.,Entertainment & Music,Opiniones
20150912120546AAA2TQx,Will my laptop still upgrade to Windows 10 if I am asleep with my laptop shut?,"I scheduled an upgrade for my computer upgrading 9/13/2015 at 5:00 AM when my computer will be asleep, along with me sleeping. Will it still upgrade while asleep? You pieces of crap encouraged me not to download it. For those of you who said no, thank you, but my laptop is upgraded to Windows 10 and is running perfectly.",Computers & Internet,Particulares
20150912122039AA1AE5l,Pick your favorite first and middle name combination?,First Names: ~ Aerilyn ~ Ansley ~ Blaire ~ Brighley ~ Chamberlain (Nickname: Amber) ~ Carrington (Nickname: Carrie) ~ Hadley ~ Kensington (Nickname: Kensi) ~ Langley ~ Leighton (Nickname: Leigha) ~ Thessaly Middle Names: ~ Catherine ~ Claire ~ Elizabeth ~ Rose ~ Promise ~ Selene ~ Amaryllis ~ Anise ~ Blaire ~ Ember ~ Starling,Pregnancy & Parenting,Otros
20150912123819AAbkaQP,Can you camp at a campground out of season?,"I want to go tent camping on the harbor islands outside of Boston, but the campground season ended a week ago and you can no longer reserve spots. Would it be that big of a deal if I just went anyways?",Sports,Particulares
20150912124106AAshWWN,Professor failed me ?,"I am a 25 yr old girl in college. In the summer I had a philosophy class as a requirement, even though I am a psychology major. The class was fairly difficult for me being that I had not had a phi class before .. and there were a lot of assignments and papers. I showed up for both exams but did poorly and was late a few times. I thought I would receive a D, but to my surprise, the Prof gave me an F . I emailed him asking my grade and he replied saying that I could see it on the website and if I wanted to we could discuss it in his office. Should I meet with him and what should I tell him ? Is it okay that he failed me? Yes I know but a D would have been passing and I wouldn't have had to repeat another class in place of this one this semester.. I will not have to retake this same course, but i would have to retake another subject .. Yes the prof is fairly nice and flexible.. he is in his 30s and had a sense of humor in class.. but I dont know how he will react or tell me if I meet w him.. Also, I had done a long paper at the beginning of the semester and turned it in on time. I thought that would help me since I did a good job at writing it .. Also, in the emails, he claims that he let me know halfway through the semester, but he never talked to me at all ? Also, in the emails, he claims that he let me know halfway through the semester, but he never talked to me at all ? Thanks for the suggestions guys, he hasn't answered my email requesting to meet up and its been 5 days , should I email him again ? Anonymous, what do u mean by ""another motive"" ? Can u elaborate a bit more? Sixth sense? Hey guys, the prof emailed me today, and said that sure we could meet but the times he suggested aren't that convenient for me.. Should I still go or suggest a time that is better for me ??",Education & Reference,Otros
20150912133111AAEI7bN,My friend stole a dress what should she do?,My friend stole a £15 dress from a shop. She told me this a couple months ago and asked me what she should do but I don t know. She said she doesn t want to turn herself in because she doesn t want to get in trouble but she feels really bad. What should I tell her to do?,Family & Relationships,Opiniones
20150912141255AAWn4Ax,I m 18 & female. I m quite good looking but feel really insecure about myself. I just don t feel good enough?,I ve had my teeth done twice. Gym obsessed. Model. However when I look at myself I just feel ugly. I want to feel as happy as I look? Am I perhaps depressed?,Beauty & Style,Otros
20150912155023AAlsG8D,"Christians, do you believe that Abortion is murder?",WHY OR WHY NOT,Society & Culture,Opiniones
20150912161027AAFbcja,Food was awful at Cheesecake Factory was I in the wrong?,We went to cheesecake factory a week ago and I had a undercooked burger. Made me sick in the middle of the place. The wait staff was equally as rude when my mom complained about her steak not being cooked enough and the chef came out and gave her some reason about how it's cooked to perfection. Anyways as they are arguing my dad gets the check and we are getting ready to at this point I am sick from the food and I vomit all over the table chairs everywhere just overflowing of vomit it was dripping into the carpet and other customers where grossed out. My dad says they deserved for that to happen to them for the bad service should I have tried to make it to the bathroom or parking lot. My dad just said jokes on you assholes now after the chefs comments towards my mom.,Dining Out,Opiniones
20150912202635AAp7YGS,Poll : Did you know that if you drink orange juice after 11 PM you will die before the age of 150?,Its too risky to even try.,Entertainment & Music,Otros
20150912211148AAUJSsQ,"I read somewhere about the "" US war on drugs n Mexico"" Why is the US fighting it , and not Mexico ?",Or is the Mexican government not bothered or to corrupt ?,Politics & Government,Opiniones
20150912212324AAQaRXs,Magic the gathering blocking/attacking?,"Ok so i was playing magic the gathering with my brother and i was attacking him with several creatures and so he blocked with the same amount of creatures then he played a instant card that said something like "" player loses number of live = to number of attacking creatures"" and so he said i lost life...and i said his creatures are blocking not attacking....its late at night...im not thinking straight....so do his blocking creatures count as attacking?can he play that card?",Games & Recreation,Web
20150912212503AAPNUyl,Is this true about Marine JAG?,I'm a college student considering going to law school someday and being part of the JAG Corps. I've been doing research on Marine JAG and from what I read Marine JAG officers are line officers and can still command a rifle platoon. Does this means Marine JAG officers possibly can still see combat? So I'm guessing Navy JAG is a better route?,Politics & Government,Otros
20150912222506AAr9gKC,What would you do for your winter birthday?,"My 16th birthday is this December. I m listing ideas early, so I can have a game plan and have a nice birthday this year. What can I do INDOORS and is inexpensive? Not skating, dinner, sleepover, or anything basic like that. I also don t want to go all out and rent a place for a party. I m planning to invite around 10 girls. Any suggestions?",Society & Culture,Opiniones
20150912234438AAecMkq,My girlfriend said I don't know how to eat her out and I'm feeling so bad because I don't understand how to do it.?,"im 27 and my girlfriend is 24, I lost my virginity to her. Today I was eating her out and it's not the first time I did, I did it plenty of times before, I asked her if it feels good and she said yeah, and then I told her to tell me the truth and quit faking orgasms because I understand that she's faking it to make me feel better. All along I knew I wasn't doing it right, because when she told me the truth and said I wasn't doing it right, I got real upset because I wasn't pleasing her through oral. She gives greats blowjobs and handjobs but I can't even use my mouth to get her anywhere. I'm so depressed, how do you eat a girl out? Where do you start and how do I do it? And I do lick her **** but she doesn't feel as good. Please help me out guys",Health,Particulares
20150913001003AAXYfdF,Why does the New York Times ignore the empirical data showing no warming while implying that man-made Global Warming skeptics are like Nazis?,"After more than 30 years of failed doom saying, what is the 'empirical evidence' the New York Times is alluding to that allows them to compare man-made Global Warming skeptics to Hitler? http://www.nytimes.com/2015/09/13/opinio... Please keep in mind the only actual result we've seen from global warming and high CO2 concentrations so are have been very beneficial to humankind all over the world. We've had Bumper crops WORLDWIDE, see best answer here: https://answers.yahoo.com/question/index...",Environment,Complejas
20150913004944AAQYGdV,"What do you think of agenda driven rape hoaxes like Rolling Stone magazine's ""A Rape On Campus"" by Sabrina Erdely?",What does it say about the theory of rape culture (that society is complicit about rape) when people are making up rape stories to outrage society?,Social Science,Opiniones
20150913014229AAf7Ylv,"I brought a raised garden bed, but it has no bottom?","Its made from galvanized zinc steel, and it simply 4 sheets screwed together. I have heavy clay soil, so would it be a silly idea to place this garden bed ontop of the grass? What should I do? I cant made a base for it. Should I put it on concrete?",Home & Garden,Otros
20150913020450AABcRgV,I twisted my ankle 4 days ago and im still having trouble with it.?,"There is alot of swelling still, I cant bend my toes properly like I used to (there is no pain trying), there are brusies on both sides of my foot. The most worrying bit is that when I walk my foot will not stay straight it looks like its pointing outwards, my toes are also all slightly bent to the side. I cant walk proparly, it hurts still Should I worry?",Health,Otros
20150913061702AAQtRTM,Maths equation help?,Can someone explain how to solve this please: (6/x) + (3/2x) = (5/2) How does it simplify to 12+3=5x ?!,Science & Mathematics,Otros
20150913071152AAf7KMJ,"Who should Corbyn surround himself with? Who should make up the ""shadow ( puppet) cabinet?",How about Diane Abbott with responsibility for education ( private schools for all non white kids)? And will anyone actually WANT to be associated with a leader who will be 'finished by christmas'? Are you a racist Serenaz? No surprise there if you are. Maybe the bunch from Rochdale who ignored (?) child abuse of thousands of poor white children. Jack - it was Abbott who said black mums care more when she chose her school. Race was injected into it by the 'lady' herself.,News & Events,No respondibles
20150913072122AAEFD1N,Finding the mid-point maths homework help?!?,"Q has the mid-point of the line segment PR. P has the coordinates (-6, -3). Q has the coordinates (-4, -1) Work out the coordinates of R.",Science & Mathematics,Particulares
20150913073537AAEQVD1,Are Leo really fat like every says?,Cuz I know some leos and they are not all fat. some are but most of them are just big boned.,Entertainment & Music,Opiniones
20150913084156AAj5aew,Poll: What's the last thing you did that you're proud of?,:),Entertainment & Music,Opiniones
20150913085919AA4eByr,Is it true what this say that Congress is going to impeach obama?,http://americannews.com/breaking-congres...,Politics & Government,Opiniones
20150913090458AA08UDE,Health insurance problems for an 18 year old?,"I was kicked off of my parents insurance when I turned 18. It was a different one then my parents were on so they didn't keep me on it. The problem is I have a serious auto immune disease and I need insurance because I have frequent blood tests' doctors appointments, and prescriptions to get. I haven't been doing any of the above except getting medication and I think my levels are wrong so I'm going to get sick, but there's no way I can pay out of pocket for lab tests and the like. I need insurance right away, but I work a minimum wage job and I can only afford so much. Please help",Business & Finance,Otros
20150913092815AA8uYDv,Do you think dvd was the worst invention?,"It always freezes, if its not the dvd itself doing it, it would be the player causing it. Everyone I knew seemed to have this problem with dvds, I'm glad technology has now moved on.",Games & Recreation,Opiniones
20150913092944AAycdKG,Whats the point of choosing the best answer. Yahoo answers.?,On yahoo answers why do i have to choose the best answer. If i myself don't know what's the actual answer. How am i to judge if am the one asking.,Yahoo Products,Opiniones
20150913093021AAlXKq9,Will kratom work for me?,"I've taken a teaspoon of kratom twice this week, each time ending in headache, dizziness, an nausea. The first time j took it I mixed it in cold water and drank it. I threw up 30 minutes later and more after that. The say after that I tried again, this time putting a teaspoon of kratom in yogurt as that was a method I saw online. I threw up after that. Each time I had it I waited a few hours after eating. Am I doing something wrong? Is my dosage too high? I am a first time user by the way.",Health,Opiniones
20150913100243AAHOEVz,Do you think I'm shallow (please)?,"I'm a girl of 5'11"" and in college, I saw a tall guy with a short girl! I barley see a 6'6"" guy with a 6'0"" girl. I guess short to average height girls are lucky because they have more choices in guys than tall girls 5'8"" amd over. Seriously, us tall women want tall men too! I absolutly refuse to date a short man! Mostly short guys I an guessing 5'7' and under hit on me instead of tall guys. My friends are average to petite size and their boyfriends have been taller than them. Tall men, what's the big idea going for short petite girls?! It's a waist of height!! Why do short men like me?! Us tall women want TALL men too!!! My friend is 6'2 and her boyfriend is 5'9 and she's telling to quit being so shallow and I'm mostly going to end up with guys shorter than me anyways. My friend is 5'2 very petite and her boyfriend is good looking and 6'5. I envy shorter girls because they dont have to worry about being shorter than their men. My ex was 5'9.",Society & Culture,Opiniones
20150913100455AAZqpsK,How do I get out of ITB (For many medical reasons)?,"I found out I have scoliosis, knee problems, and a few other things that I can't say. I by no means want to be discharged from the Marines. But I need to get out of the ITB and POG out without going to medical. I am open 03XX. I can still put in a good days work but my situation will get a lot worse if I have to stay in the infantry. I really don't want to put anybody else in danger because I'm all ****** up. Is it possible to DOR(drop on request) as a 03XX. I will go to medical if I have too but I want to serve my country. My gt is 122 so I'm not dumb or anything. Please let me know if you have any helpful advice thanks and God bless",Politics & Government,Particulares
